"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Growth Habit","Native Status"
"HECH3",NA,"HECH3","Heterodermia chondroidea","shield lichen","Lichenous","NA(N)"
"HECH3","ANCH10","ANCH10","Anaptychia chondroidea",NA,NA,NA
"HECO28",NA,"HECO28","Heterodermia comosa",NA,"Lichenous","NA(N)"
"HECR12",NA,"HECR12","Heterodermia crocea",NA,"Lichenous","NA(N)"
"HECR12","ANCO32","ANCO32","Anaptychia corallophora",NA,NA,NA
"HECR12","HECO23","HECO23","Heterodermia corallophora",NA,NA,NA
"HEDE6",NA,"HEDE6","Heterodermia dendritica","tree shield lichen","Lichenous","NA(N)"
"HEDE6","ANDE11","ANDE11","Anaptychia dendritica",NA,NA,NA
"HEDI6",NA,"HEDI6","Heterodermia diademata","shield lichen","Lichenous","NA(N)"
"HEDI6","ANDI10","ANDI10","Anaptychia diademata",NA,NA,NA
"HEEC2",NA,"HEEC2","Heterodermia echinata","shield lichen","Lichenous","NA(N)"
"HEEC2","ANEC2","ANEC2","Anaptychia echinata",NA,NA,NA
"HEER",NA,"HEER","Heterodermia erinacea","shield lichen","Lichenous","NA(N)"
"HEER","ANER4","ANER4","Anaptychia erinacea",NA,NA,NA
"HEGA2",NA,"HEGA2","Heterodermia galactophylla","shield lichen","Lichenous","NA(N)"
"HEGA2","ANCO31","ANCO31","Anaptychia comosa",NA,NA,NA
"HEGA2","ANGA2","ANGA2","Anaptychia galactophylla",NA,NA,NA
"HEGR19",NA,"HEGR19","Heterodermia granulifera","shield lichen","Lichenous","NA(N)"
"HEGR19","ANGR7","ANGR7","Anaptychia granulifera",NA,NA,NA
"HEHY5",NA,"HEHY5","Heterodermia hypoleuca","shield lichen","Lichenous","NA(N)"
"HEHY5","ANHY4","ANHY4","Anaptychia hypoleuca",NA,NA,NA
"HEJA3",NA,"HEJA3","Heterodermia japonica",NA,"Lichenous","NA(N)"
"HELE9",NA,"HELE9","Heterodermia leucomelos","shield lichen","Lichenous","NA(N)"
"HELE9","ANLE11","ANLE11","Anaptychia leucomelaena",NA,NA,NA
"HELE9","HELE11","HELE11","Heterodermia leucomelaena",NA,NA,NA
"HEMI16",NA,"HEMI16","Heterodermia microphylla","smallleaf shield lichen","Lichenous","NA(N)"
"HEOB2",NA,"HEOB2","Heterodermia obscurata","obscure shield lichen","Lichenous","NA(N)"
"HEOB2","ANHE9","ANHE9","Anaptychia heterochroa",NA,NA,NA
"HEOB2","ANOB7","ANOB7","Anaptychia obscurata",NA,NA,NA
"HEOB2","ANSO6","ANSO6","Anaptychia sorediifera",NA,NA,NA
"HEPR10",NA,"HEPR10","Heterodermia propagulifera",NA,"Lichenous","NA(N)"
"HEPS3",NA,"HEPS3","Heterodermia pseudospeciosa","shield lichen","Lichenous","NA(N)"
"HERU6",NA,"HERU6","Heterodermia rugulosa","rugulose shield lichen","Lichenous","NA(N)"
"HESI4",NA,"HESI4","Heterodermia sitchensis","Sitka shield lichen","Lichenous","NA(N)"
"HESP8",NA,"HESP8","Heterodermia speciosa","shield lichen","Lichenous","NA(N)"
"HESP8","ANPS","ANPS","Anaptychia pseudospeciosa",NA,NA,NA
"HESP8","ANSP10","ANSP10","Anaptychia speciosa",NA,NA,NA
"HESP8","HETR11","HETR11","Heterodermia tremulans",NA,NA,NA
"HESQ2",NA,"HESQ2","Heterodermia squamulosa","shield lichen","Lichenous","NA(N)"
"HESQ2","ANSQ2","ANSQ2","Anaptychia squamulosa",NA,NA,NA
"HETR10",NA,"HETR10","Heterodermia tropica","tropic shield lichen","Lichenous","NA(N)"
"HETR10","ANTR6","ANTR6","Anaptychia tropica",NA,NA,NA
"HETER3",NA,"HETER3","Heterodraba","heterodraba",NA,"L48(N)"
"HEUN3",NA,"HEUN3","Heterodraba unilateralis","ladiestongue mustard","Forb/herb","L48(N)"
"HEUN3","ATUN","ATUN","Athysanus unilateralis",NA,NA,NA
"HETER22",NA,"HETER22","Heterogonium",NA,NA,NA
"HETER5",NA,"HETER5","Heteromeles","toyon",NA,"L48(N)"
"HEARA2",NA,"HEARA2","Heteromeles arbutifolia var. arbutifolia","toyon","Tree, Shrub","L48(N)HI(I)"
"HEARA2","CRAR14","CRAR14","Crataegus arbutifolia",NA,NA,NA
"HEARA2","HESA14","HESA14","Heteromeles salicifolia",NA,NA,NA
"HEARA2","PHAR11","PHAR11","Photinia arbutifolia",NA,NA,NA
"HETER21",NA,"HETER21","Heteropappus",NA,NA,NA
"HEAL15",NA,"HEAL15","Heteropappus altaicus",NA,NA,NA
"HEAL15","ASAL20","ASAL20","Aster altaicus",NA,NA,NA
"HETER17",NA,"HETER17","Heterophyllium","heterophyllium moss",NA,"NA(N)"
"HEAF",NA,"HEAF","Heterophyllium affine","heterophyllium moss","Nonvascular","NA(N)"
"HEAF","HENE4","HENE4","Heterophyllium nemorosum",NA,NA,NA
"HETER6",NA,"HETER6","Heteropogon","tanglehead",NA,"L48(N)"
"HECO10",NA,"HECO10","Heteropogon contortus","tanglehead","Graminoid","L48(N)HI(N)PR(N)VI(N)"
"HECO10","ANCO12","ANCO12","Andropogon contortus",NA,NA,NA
"HEME",NA,"HEME","Heteropogon melanocarpus","sweet tanglehead","Graminoid","L48(N)"
"HEME","ANME6","ANME6","Andropogon melanocarpus",NA,NA,NA
"HETER23",NA,"HETER23","Heteropteris",NA,NA,NA
"HETER19",NA,"HETER19","Heteropterys","withe",NA,NA
"HELA22",NA,"HELA22","Heteropterys laurifolia","dragon withe","Tree, Shrub, Vine","PR(N)VI(N)"
"HELA22","BALA5","BALA5","Banisteria laurifolia",NA,NA,NA
"HEPU17",NA,"HEPU17","Heteropterys purpurea","bull withe","Vine","PR(N)VI(N)"
"HEPU17","BAPU2","BAPU2","Banisteria purpurea",NA,NA,NA
"HEWY2",NA,"HEWY2","Heteropterys wydleriana","ahorca caballo","Vine","PR(N)"
"HEWY2","BAWY","BAWY","Banisteria wydleriana",NA,NA,NA
"HETER24",NA,"HETER24","Heterospathe",NA,NA,NA
"HETER7",NA,"HETER7","Heterosperma","heterosperma",NA,"L48(N)"
"HETER8",NA,"HETER8","Heterotheca","false goldenaster",NA,"L48(N)CAN(N)"
"HEBA2",NA,"HEBA2","Heterotheca barbata","Spokane false goldenaster","Forb/herb","L48(N)"
"HEBA2","CHBA3","CHBA3","Chrysopsis barbata",NA,NA,NA
"HECAC2",NA,"HECAC2","Heterotheca camporum var. camporum","lemonyellow false goldenaster","Forb/herb","L48(N)"
"HECAC2","CHCA15","CHCA15","Chrysopsis camporum",NA,NA,NA
"HECA8",NA,"HECA8","Heterotheca canescens","hoary false goldenaster","Subshrub, Forb/herb","L48(N)"
"HECA8","CHBE7","CHBE7","Chrysopsis berlandieri",NA,NA,NA
"HECA8","CHCA16","CHCA16","Chrysopsis canescens",NA,NA,NA
"HEFUA2",NA,"HEFUA2","Heterotheca fulcrata var. amplifolia","rockyscree false goldenaster","Forb/herb","L48(N)"
"HEFUA2","CHAM7","CHAM7","Chrysopsis amplifolia",NA,NA,NA
"HEFUA2","CHCA18","CHCA18","Chrysopsis caudata",NA,NA,NA
"HEFUA2","CHNI3","CHNI3","Chrysopsis nitidula",NA,NA,NA
"HEFUF",NA,"HEFUF","Heterotheca fulcrata var. fulcrata","rockyscree false goldenaster","Subshrub, Forb/herb","L48(N)"
"HEFUF","CHCR5","CHCR5","Chrysopsis cryptocephala",NA,NA,NA
"HEFUF","CHFU4","CHFU4","Chrysopsis fulcrata",NA,NA,NA
"HEFUF","CHRE7","CHRE7","Chrysopsis resinolens",NA,NA,NA
"HEFUS",NA,"HEFUS","Heterotheca fulcrata var. senilis","rockyscree false goldenaster","Forb/herb, Subshrub","L48(N)"
"HEFUS","CHSE13","CHSE13","Chrysopsis senilis",NA,NA,NA
"HEGR7",NA,"HEGR7","Heterotheca grandiflora","telegraphweed","Forb/herb","L48(N)HI(I)"
"HEGR7","HEFL10","HEFL10","Heterotheca floribunda",NA,NA,NA
"HEJO",NA,"HEJO","Heterotheca jonesii","Jones' false goldenaster","Forb/herb","L48(N)"
"HEJO","CHJO3","CHJO3","Chrysopsis jonesii",NA,NA,NA
"HEORO",NA,"HEORO","Heterotheca oregona var. oregona","Oregon false goldenaster","Forb/herb, Subshrub","L48(N)"
"HEORO","AMOR","AMOR","Ammodia oregona",NA,NA,NA
"HEORO","CHOR4","CHOR4","Chrysopsis oregona",NA,NA,NA
"HEPU14",NA,"HEPU14","Heterotheca pumila","alpine false goldenaster","Forb/herb","L48(N)"
"HEPU14","CHAL14","CHAL14","Chrysopsis alpicola",NA,NA,NA
"HEPU14","CHCO16","CHCO16","Chrysopsis cooperi",NA,NA,NA
"HEPU14","CHPU5","CHPU5","Chrysopsis pumila",NA,NA,NA
"HERU3",NA,"HERU3","Heterotheca rutteri","Rutter's false goldenaster","Forb/herb","L48(N)"
"HERU3","CHRU2","CHRU2","Chrysopsis rutteri",NA,NA,NA
"HESEB2",NA,"HESEB2","Heterotheca sessiliflora ssp. bolanderi","sessileflower false goldenaster","Subshrub, Forb/herb","L48(N)"
"HESEB2","CHBO8","CHBO8","Chrysopsis bolanderi",NA,NA,NA
"HESEB2","HEBO4","HEBO4","Heterotheca bolanderi",NA,NA,NA
"HESEE2",NA,"HESEE2","Heterotheca sessiliflora ssp. echioides","sessileflower false goldenaster","Forb/herb","L48(N)"
"HESEC",NA,"HESEC","Heterotheca sessiliflora ssp. echioides var. camphorata","sessileflower false goldenaster","Forb/herb","L48(N)"
"HESEC","CHCA14","CHCA14","Chrysopsis camphorata",NA,NA,NA
"HESEC","HECA15","HECA15","Heterotheca camphorata",NA,NA,NA
"HESEE3",NA,"HESEE3","Heterotheca sessiliflora ssp. echioides var. echioides","sessileflower false goldenaster","Forb/herb","L48(N)"
"HESEE3","CHCA17","CHCA17","Chrysopsis californica",NA,NA,NA
"HESEE3","CHEC","CHEC","Chrysopsis echioides",NA,NA,NA
"HESEE3","HEEC","HEEC","Heterotheca echioides",NA,NA,NA
"HESEF2",NA,"HESEF2","Heterotheca sessiliflora ssp. fastigiata","sessileflower false goldenaster","Forb/herb","L48(N)"
"HESEF3",NA,"HESEF3","Heterotheca sessiliflora ssp. fastigiata var. fastigiata","sessileflower false goldenaster","Forb/herb","L48(N)"
"HESEF3","CHFA4","CHFA4","Chrysopsis fastigiata",NA,NA,NA
"HESEF3","HEFA4","HEFA4","Heterotheca fastigiata",NA,NA,NA
"HESES2",NA,"HESES2","Heterotheca sessiliflora ssp. sessiliflora","sessileflower false goldenaster","Forb/herb","L48(N)"
"HESES2","CHSE14","CHSE14","Chrysopsis sessiliflora",NA,NA,NA
"HESTA",NA,"HESTA","Heterotheca stenophylla var. angustifolia","stiffleaf false goldenaster","Forb/herb, Subshrub","L48(N)"
"HESTA","CHAN12","CHAN12","Chrysopsis angustifolia",NA,NA,NA
"HESTS",NA,"HESTS","Heterotheca stenophylla var. stenophylla","stiffleaf false goldenaster","Subshrub, Forb/herb","L48(N)"
"HESTS","CHSC5","CHSC5","Chrysopsis scabrifolia",NA,NA,NA
"HESTS","CHST7","CHST7","Chrysopsis stenophylla",NA,NA,NA
"HESU3",NA,"HESU3","Heterotheca subaxillaris","camphorweed","Forb/herb","L48(N)"
"HESU3","CHSC6","CHSC6","Chrysopsis scabra",NA,NA,NA
"HESU3","HELA20","HELA20","Heterotheca lamarckii",NA,NA,NA
"HESU3","HELA5","HELA5","Heterotheca latifolia",NA,NA,NA
"HESU3","HEPS","HEPS","Heterotheca psammophila",NA,NA,NA
"HESU3","HESC11","HESC11","Heterotheca scabra",NA,NA,NA
"HEVIB",NA,"HEVIB","Heterotheca villosa var. ballardii","hairy false goldenaster","Forb/herb, Subshrub","L48(N)CAN(N)"
"HEVIB","CHBA5","CHBA5","Chrysopsis ballardii",NA,NA,NA
"HEVID",NA,"HEVID","Heterotheca villosa var. depressa","hairy false goldenaster","Forb/herb, Subshrub","L48(N)"
"HEVID","CHDE13","CHDE13","Chrysopsis depressa",NA,NA,NA
"HEVID","HEDE7","HEDE7","Heterotheca depressa",NA,NA,NA
"HEVIF",NA,"HEVIF","Heterotheca villosa var. foliosa","hairy false goldenaster","Forb/herb","L48(N)CAN(N)"
"HEVIF","CHBU3","CHBU3","Chrysopsis butleri",NA,NA,NA
"HEVIF","CHFO6","CHFO6","Chrysopsis foliosa",NA,NA,NA
"HEVIF","CHHI4","CHHI4","Chrysopsis hirsutissima",NA,NA,NA
"HEVIF","CHIM3","CHIM3","Chrysopsis imbricata",NA,NA,NA
"HEVIF","HEFO9","HEFO9","Heterotheca foliosa",NA,NA,NA
"HEVIM3",NA,"HEVIM3","Heterotheca villosa var. minor","hairy false goldenaster","Forb/herb, Subshrub","L48(N)CAN(N)"
"HEVIM3","CHAR12","CHAR12","Chrysopsis arida",NA,NA,NA
"HEVIM3","CHBA4","CHBA4","Chrysopsis bakeri",NA,NA,NA
"HEVIM3","CHCO17","CHCO17","Chrysopsis columbiana",NA,NA,NA
"HEVIM3","CHHI5","CHHI5","Chrysopsis hispida",NA,NA,NA
"HEVIM3","CHWI","CHWI","Chrysopsis wisconsinensis",NA,NA,NA
"HEVIM3","HEWI","HEWI","Heterotheca wisconsinensis",NA,NA,NA
"HEVIN",NA,"HEVIN","Heterotheca villosa var. nana","hairy false goldenaster","Subshrub, Forb/herb","L48(N)"
"HEVIN","CHHO7","CHHO7","Chrysopsis horrida",NA,NA,NA
"HEVIN","HEHO3","HEHO3","Heterotheca horrida",NA,NA,NA
"HEVIP",NA,"HEVIP","Heterotheca villosa var. pedunculata","hairy false goldenaster","Forb/herb","L48(N)"
"HEVIP","CHPE6","CHPE6","Chrysopsis pedunculata",NA,NA,NA
"HEVIS",NA,"HEVIS","Heterotheca villosa var. scabra","hairy false goldenaster","Forb/herb, Subshrub","L48(N)"
"HEVIS","CHVIC4","CHVIC4","Chrysopsis viscida ssp. cinerascens",NA,NA,NA
"HEVIS","HEHOC","HEHOC","Heterotheca horrida ssp. cinerascens",NA,NA,NA
"HEVIV",NA,"HEVIV","Heterotheca villosa var. villosa","hairy false goldenaster","Subshrub, Forb/herb","L48(N)CAN(N)"
"HEVIV","CHMO7","CHMO7","Chrysopsis mollis",NA,NA,NA
"HEVIV","CHVI10","CHVI10","Chrysopsis villosa",NA,NA,NA
"HEVI5",NA,"HEVI5","Heterotheca viscida","cliff false goldenaster","Forb/herb, Subshrub","L48(N)"
"HEVI5","CHVI11","CHVI11","Chrysopsis viscida",NA,NA,NA
"HEUCH",NA,"HEUCH","Heuchera","alumroot",NA,"L48(N)CAN(N)"
"HEAMA2",NA,"HEAMA2","Heuchera americana var. americana","American alumroot","Forb/herb","L48(N)CAN(N)"
"HEAMA2","HECA22","HECA22","Heuchera calycosa",NA,NA,NA
"HEAMA2","HECU4","HECU4","Heuchera curtisii",NA,NA,NA
"HEAMA2","HELA18","HELA18","Heuchera lancipetala",NA,NA,NA
"HEAMH",NA,"HEAMH","Heuchera americana var. hirsuticaulis","American alumroot","Forb/herb","L48(N)"
"HEAMH","HEHI3","HEHI3","Heuchera hirsuticaulis",NA,NA,NA
"HEAMH2",NA,"HEAMH2","Heuchera americana var. hispida","American alumroot","Forb/herb","L48(N)"
"HEAMH2","HEHI5","HEHI5","Heuchera hispida",NA,NA,NA
"HECA36",NA,"HECA36","Heuchera caespitosa","tufted alumroot","Forb/herb","L48(N)"
"HECA36","HECE2","HECE2","Heuchera cespitosa",NA,NA,NA
"HECYA",NA,"HECYA","Heuchera cylindrica var. alpina","alpine alumroot","Forb/herb","L48(N)CAN(N)"
"HECYA","HEOV","HEOV","Heuchera ovalifolia",NA,NA,NA
"HECYC",NA,"HECYC","Heuchera cylindrica var. cylindrica","roundleaf alumroot","Forb/herb","L48(N)CAN(N)"
"HECYC","HESA8","HESA8","Heuchera saxicola",NA,NA,NA
"HECYC","HESU9","HESU9","Heuchera suksdorfii",NA,NA,NA
"HECYG",NA,"HECYG","Heuchera cylindrica var. glabella","beautiful alumroot","Forb/herb","L48(N)CAN(N)"
"HECYG","HEGL13","HEGL13","Heuchera glabella",NA,NA,NA
"HEGRG",NA,"HEGRG","Heuchera grossulariifolia var. grossulariifolia","gooseberryleaf alumroot","Forb/herb","L48(N)"
"HEGRG","HECU5","HECU5","Heuchera cusickii",NA,NA,NA
"HEGRT",NA,"HEGRT","Heuchera grossulariifolia var. tenuifolia","gooseberryleaf alumroot","Forb/herb","L48(N)"
"HEGRT","HETE23","HETE23","Heuchera tenuifolia",NA,NA,NA
"HELO5",NA,"HELO5","Heuchera longiflora","longflower alumroot","Forb/herb","L48(N)"
"HELO5","HEAC6","HEAC6","Heuchera aceroides",NA,NA,NA
"HELO5","HESC5","HESC5","Heuchera scabra",NA,NA,NA
"HEME2",NA,"HEME2","Heuchera merriamii","Merriam's alumroot","Forb/herb","L48(N)"
"HEME2","HEPR4","HEPR4","Heuchera pringlei",NA,NA,NA
"HEMID2",NA,"HEMID2","Heuchera micrantha var. diversifolia","crevice alumroot","Forb/herb","L48(N)CAN(N)"
"HEMID2","HEDI7","HEDI7","Heuchera diversifolia",NA,NA,NA
"HEPAP5",NA,"HEPAP5","Heuchera parviflora var. puberula","littleflower alumroot","Forb/herb","L48(N)"
"HEPAP5","HEPU9","HEPU9","Heuchera puberula",NA,NA,NA
"HEPAN",NA,"HEPAN","Heuchera parvifolia var. nivalis","littleleaf alumroot","Forb/herb","L48(N)"
"HEPAN","HENI5","HENI5","Heuchera nivalis",NA,NA,NA
"HEPAP6",NA,"HEPAP6","Heuchera parvifolia var. parvifolia","littleleaf alumroot","Forb/herb","L48(N)"
"HEPAP6","HEMI8","HEMI8","Heuchera missouriensis",NA,NA,NA
"HERI",NA,"HERI","Heuchera richardsonii","Richardson's alumroot","Forb/herb","L48(N)CAN(N)"
"HERI","HEHI10","HEHI10","Heuchera hispida",NA,NA,NA
"HERUV",NA,"HERUV","Heuchera rubescens var. versicolor","pink alumroot","Forb/herb","L48(N)"
"HERUV","HELE","HELE","Heuchera leptomeria",NA,NA,NA
"HERUV","HEVE2","HEVE2","Heuchera versicolor",NA,NA,NA
"HEVIA",NA,"HEVIA","Heuchera villosa var. arkansana","Arkansas alumroot","Forb/herb","L48(N)"
"HEVIA","HEAR12","HEAR12","Heuchera arkansana",NA,NA,NA
"HEVIV2",NA,"HEVIV2","Heuchera villosa var. villosa","hairy alumroot","Forb/herb","L48(N)"
"HEVIV2","HECR8","HECR8","Heuchera crinita",NA,NA,NA
"HEVIV2","HEMA14","HEMA14","Heuchera macrorhiza",NA,NA,NA
"HEVEA",NA,"HEVEA","Hevea","hevea",NA,NA
"HEBR8",NA,"HEBR8","Hevea brasiliensis","rubber tree",NA,"L48(I)"
"HEBR8","SIBR7","SIBR7","Siphonia brasiliensis",NA,NA,NA
"HEXAL",NA,"HEXAL","Hexalectris","crested coralroot",NA,"L48(N)"
"HEAR23",NA,"HEAR23","Hexalectris arizonica","spiked crested coralroot","Forb/herb","L48(N)"
"HEAR23","COAR17","COAR17","Corallorhiza arizonica",NA,NA,NA
"HEXAS",NA,"HEXAS","Hexastylis","heartleaf",NA,"L48(N)"
"HEARA",NA,"HEARA","Hexastylis arifolia var. arifolia","littlebrownjug","Forb/herb","L48(N)"
"HEARA","ASAR10","ASAR10","Asarum arifolium",NA,NA,NA
"HEARC",NA,"HEARC","Hexastylis arifolia var. callifolia","littlebrownjug","Forb/herb","L48(N)"
"HEARC","ASCA33","ASCA33","Asarum callifolium",NA,NA,NA
"HEARR",NA,"HEARR","Hexastylis arifolia var. ruthii","Ruth's littlebrownjug","Forb/herb","L48(N)"
"HEARR","ASRU8","ASRU8","Asarum ruthii",NA,NA,NA
"HEARR","HERU5","HERU5","Hexastylis ruthii",NA,NA,NA
"HECO19",NA,"HECO19","Hexastylis contracta","mountain heartleaf","Forb/herb","L48(N)"
"HECO19","ASCO55","ASCO55","Asarum contractum",NA,NA,NA
"HEHE12",NA,"HEHE12","Hexastylis heterophylla","variableleaf heartleaf","Forb/herb","L48(N)"
"HEHE12","ASHE5","ASHE5","Asarum heterophyllum",NA,NA,NA
"HELE2",NA,"HELE2","Hexastylis lewisii","Lewis' heartleaf","Forb/herb","L48(N)"
"HELE2","ASLE12","ASLE12","Asarum lewisii",NA,NA,NA
"HEMI13",NA,"HEMI13","Hexastylis minor","little heartleaf","Forb/herb","L48(N)"
"HEMI13","ASMI11","ASMI11","Asarum minus",NA,NA,NA
"HESHS",NA,"HESHS","Hexastylis shuttleworthii var. shuttleworthii","largeflower heartleaf","Forb/herb","L48(N)"
"HESHS","ASSH4","ASSH4","Asarum shuttleworthii",NA,NA,NA
"HESP4",NA,"HESP4","Hexastylis speciosa","Harper's heartleaf","Forb/herb","L48(N)"
"HESP4","ASSP18","ASSP18","Asarum speciosum",NA,NA,NA
"HEVI3",NA,"HEVI3","Hexastylis virginica","Virginia heartleaf","Forb/herb","L48(N)"
"HEVI3","ASME10","ASME10","Asarum memmingeri",NA,NA,NA
"HEVI3","ASVI8","ASVI8","Asarum virginicum",NA,NA,NA
"HEVI3","HEME7","HEME7","Hexastylis memmingeri",NA,NA,NA
"HIBIS",NA,"HIBIS","Hibiscadelphus","hibiscadelphus",NA,NA
"HIBIS2",NA,"HIBIS2","Hibiscus","rosemallow",NA,"L48(I,N)CAN(I,N)"
"HIAC3",NA,"HIAC3","Hibiscus acetosella","African rosemallow","Subshrub, Shrub","L48(I)PR(I)"
"HIAC3","HIEE","HIEE","Hibiscus eetveldeanus",NA,NA,NA
"HIAC",NA,"HIAC","Hibiscus aculeatus","comfortroot","Forb/herb","L48(N)"
"HIAC","HISC7","HISC7","Hibiscus scaber",NA,NA,NA
"HIARA2",NA,"HIARA2","Hibiscus arnottianus ssp. arnottianus","white rosemallow","Tree, Shrub","HI(N)"
"HIARI",NA,"HIARI","Hibiscus arnottianus ssp. immaculatus","white rosemallow","Shrub, Tree","HI(N)"
"HIARI","HIIM","HIIM","Hibiscus immaculatus",NA,NA,NA
"HIARP3",NA,"HIARP3","Hibiscus arnottianus ssp. punaluuensis","punaluu rosemallow","Tree, Shrub","HI(N)"
"HIBRB",NA,"HIBRB","Hibiscus brackenridgei ssp. brackenridgei","Brackenridge's rosemallow","Tree, Shrub","HI(N)"
"HIBRM",NA,"HIBRM","Hibiscus brackenridgei ssp. mokuleianus","Mokulei rosemallow","Shrub, Tree","HI(N)"
"HIBRM3",NA,"HIBRM3","Hibiscus brackenridgei ssp. molokaianus","Brackenridge's rosemallow","Shrub, Tree","HI(N)"
"HICA6",NA,"HICA6","Hibiscus calyphyllus","lemonyellow rosemallow","Tree, Subshrub, Shrub","HI(I)"
"HICA6","HIRO","HIRO","Hibiscus rockii",NA,NA,NA
"HICL",NA,"HICL","Hibiscus clayi","red Kauai rosemallow","Tree, Shrub","HI(N)"
"HICL","HINE","HINE","Hibiscus newhousei",NA,NA,NA
"HICO2",NA,"HICO2","Hibiscus coccineus","scarlet rosemallow","Forb/herb","L48(N)"
"HICO2","HISE","HISE","Hibiscus semilobatus",NA,NA,NA
"HIEL",NA,"HIEL","Hibiscus elatus","mahoe","Tree","PR(I)"
"HIEL","PAEL2","PAEL2","Pariti elatum",NA,NA,NA
"HIFUY",NA,"HIFUY","Hibiscus furcellatus var. youngianus","lindenleaf rosemallow","Subshrub, Forb/herb, Shrub","L48(N)HI(N)PR(N)"
"HIFUY","HIYO","HIYO","Hibiscus youngianus",NA,NA,NA
"HIKOK",NA,"HIKOK","Hibiscus kokio ssp. kokio","red rosemallow","Shrub, Tree","HI(N)"
"HIKOK","HIKA","HIKA","Hibiscus kahilii",NA,NA,NA
"HIKOK","HIOA","HIOA","Hibiscus oahuensis",NA,NA,NA
"HIKOK","HIUL","HIUL","Hibiscus ula",NA,NA,NA
"HIKOS",NA,"HIKOS","Hibiscus kokio ssp. saintjohnianus","St. John's rosemallow","Tree, Shrub","HI(N)"
"HIKOS","HIRO2","HIRO2","Hibiscus roeatae",NA,NA,NA
"HIKOS","HISA3","HISA3","Hibiscus saintjohnianus",NA,NA,NA
"HILA2",NA,"HILA2","Hibiscus laevis","halberdleaf rosemallow","Forb/herb","L48(N)CAN(N)"
"HILA2","HIMI2","HIMI2","Hibiscus militaris",NA,NA,NA
"HILA6",NA,"HILA6","Hibiscus lasiocarpos","rosemallow","Forb/herb, Subshrub","L48(N)"
"HILA6","HICA7","HICA7","Hibiscus californicus",NA,NA,NA
"HILA6","HILE4","HILE4","Hibiscus leucophyllus",NA,NA,NA
"HILA6","HIMOL","HIMOL","Hibiscus moscheutos ssp. lasiocarpos",NA,NA,NA
"HILA6","HIPL2","HIPL2","Hibiscus platanoides",NA,NA,NA
"HIMA6",NA,"HIMA6","Hibiscus martianus","heartleaf rosemallow","Subshrub, Shrub, Forb/herb","L48(N)"
"HIMA6","HICA2","HICA2","Hibiscus cardiophyllus",NA,NA,NA
"HIMO",NA,"HIMO","Hibiscus moscheutos","crimsoneyed rosemallow","Subshrub, Forb/herb","L48(N)CAN(N)"
"HIMO","HIIN5","HIIN5","Hibiscus incanus",NA,NA,NA
"HIMO","HIMOI","HIMOI","Hibiscus moscheutos ssp. incanus",NA,NA,NA
"HIMO","HIMOM","HIMOM","Hibiscus moscheutos ssp. moscheutos",NA,NA,NA
"HIMO","HIMOP","HIMOP","Hibiscus moscheutos ssp. palustris",NA,NA,NA
"HIMO","HIOC2","HIOC2","Hibiscus oculiroseus",NA,NA,NA
"HIMO","HIOP","HIOP","Hibiscus opulifolius",NA,NA,NA
"HIMO","HIPA6","HIPA6","Hibiscus palustris",NA,NA,NA
"HIMO","HIPI4","HIPI4","Hibiscus pinetorum",NA,NA,NA
"HIPH",NA,"HIPH","Hibiscus phoeniceus","Brazilian rosemallow","Subshrub, Shrub","PR(N)VI(N)"
"HIPH","HIBR2","HIBR2","Hibiscus brasiliensis",NA,NA,NA
"HIPO",NA,"HIPO","Hibiscus poeppigii","Poeppig's rosemallow","Forb/herb","L48(N)"
"HIPO","HIPI5","HIPI5","Hibiscus pilosus",NA,NA,NA
"HISTL2",NA,"HISTL2","Hibiscus striatus ssp. lambertianus","striped rosemallow","Subshrub, Forb/herb","L48(N)"
"HISTL2","HICU3","HICU3","Hibiscus cubensis",NA,NA,NA
"HISTL2","HILA3","HILA3","Hibiscus lambertianus",NA,NA,NA
"HITI",NA,"HITI","Hibiscus tiliaceus","sea hibiscus","Tree, Shrub","L48(I)HI(I)"
"HITI","PAGR2","PAGR2","Pariti grande",NA,NA,NA
"HITI","PATI2","PATI2","Pariti tiliaceum",NA,NA,NA
"HITI","TATI","TATI","Talipariti tiliaceum",NA,NA,NA
"HITR",NA,"HITR","Hibiscus trionum","flower of an hour","Forb/herb","L48(I)CAN(I)"
"HITR","TRTR13","TRTR13","Trionum trionum",NA,NA,NA
"HIWAH",NA,"HIWAH","Hibiscus waimeae ssp. hannerae","white Kauai rosemallow","Shrub, Tree","HI(N)"
"HIWAW",NA,"HIWAW","Hibiscus waimeae ssp. waimeae","white Kauai rosemallow","Tree, Shrub","HI(N)"
"HIERA",NA,"HIERA","Hieracium","hawkweed",NA,"L48(I,N)CAN(I,N)GL(I,N)SPM(I)"
"HIFLC",NA,"HIFLC","Hieracium ×flagellare var. cernuiforme","hawkweed","Forb/herb","L48(I)"
"HIFLC","HIFLC2","HIFLC2","Hieracium flagellare ssp. cernuiforme",NA,NA,NA
"HIFLG3",NA,"HIFLG3","Hieracium ×flagellare var. glatzense",NA,NA,NA
"HIFLG3","HIFLG4","HIFLG4","Hieracium flagellare ssp. glatzense",NA,NA,NA
"HIFL3",NA,"HIFL3","Hieracium ×floribundum","hawkweed","Forb/herb","L48(I)CAN(I)SPM(I)"
"HIFL3","HIAU2","HIAU2","Hieracium auricula",NA,NA,NA
